id_transaccion,fecha_hora,sucursal,canal,cliente_id,segmento_cliente,edad_cliente,antiguedad_meses,categoria,producto_id,precio_unitario,cantidad,descuento_pct,campania,medio_pago,dias_entrega,satisfaccion,devolucion,monto_venta,monto_reembolso
TX020183,2025-03-27 20:38:39,Providencia,App,C05124,Estándar,39,65,Vestuario,VES06,94230,1,0,Sin campaña,Transferencia,1,3.2,0,94230,0
TX020559,2025-03-27 21:17:22,Centro,App,C05855,Estándar,18,36,Vestuario,VES05,63340,2,4,Sin campaña,Débito,3,3.1,0,121613,0
TX000254,2025-03-27 21:34:14,Ñuñoa,Web,C01088,Estándar,43,42,Belleza,BEL04,25360,1,5,Sin campaña,Crédito,1,3.7,0,24092,0
TX010406,2025-03-27 22:17:33,Ñuñoa,App,C01522,Estándar,52,38,Hogar,HOG04,44680,1,3,Sin campaña,Transferencia,3,3.9,0,43340,0
TX008479,2025-03-27 23:32:31,Providencia,Web,C03229,Estándar,40,86,Belleza,BEL04,27650,1,7,Sin campaña,Débito,3,3.7,0,25714,0
TX003157,2025-03-27 23:54:21,Las Condes,Web,C02195,Estándar,18,68,Tecnología,TEC06,493580,1,27,Sin campaña,Crédito,5,3.0,0,360313,0
TX024634,2025-03-28 00:36:38,Maipú,Web,C05703,Estándar,36,40,Vestuario,VES02,14580,1,9,Sin campaña,Billetera digital,3,3.9,0,13268,0
TX009838,2025-03-28 01:16:44,Ñuñoa,Web,C03664,Estándar,52,26,Vestuario,VES03,25900,1,2,Sin campaña,Crédito,3,3.9,0,25382,0
TX012172,2025-03-28 01:40:24,Centro,Web,C03667,Estándar,51,45,Belleza,BEL03,14830,1,5,Sin campaña,Débito,3,3.4,0,14088,0
TX020342,2025-03-28 02:58:02,Centro,App,C01351,Estándar,54,16,Deportes,DEP04,61360,1,5,Sin campaña,Débito,4,3.4,0,58292,0
TX001638,2025-03-28 04:23:35,Centro,App,C01083,Estándar,48,34,Hogar,HOG05,89640,1,15,Sin campaña,Crédito,2,4.1,0,76194,0
TX020076,2025-03-28 04:59:49,Ñuñoa,Web,C06120,Estándar,36,60,Tecnología,TEC06,492280,1,18,Sin campaña,Crédito,2,2.7,0,403670,0
TX012680,2025-03-28 05:21:11,Centro,App,C03907,Estándar,51,13,Hogar,HOG04,43880,4,10,Sin campaña,Crédito,1,,0,157968,0
TX022479,2025-03-28 05:41:29,Providencia,Web,C01134,Estándar,45,33,Tecnología,TEC03,79130,2,23,Sin campaña,Crédito,4,3.3,0,121860,0
TX005014,2025-03-28 05:58:10,Estación Central,Web,C05774,Premium,58,31,Deportes,DEP03,35110,2,0,Sin campaña,Débito,3,3.4,0,70220,0
TX021185,2025-03-28 08:23:07,Maipú,App,C04993,Estándar,18,5,Alimentos,ALI06,19850,1,3,Sin campaña,Débito,2,4.1,0,19254,0
TX001771,2025-03-28 08:28:49,Centro,Web,C00555,Estándar,48,14,Alimentos,ALI03,6120,2,0,Sin campaña,Transferencia,3,3.7,0,12240,0
TX019174,2025-03-28 08:55:35,Providencia,App,C05741,Estándar,54,12,Tecnología,TEC06,521440,2,10,Sin campaña,Crédito,4,4.4,0,938592,0
TX019059,2025-03-28 08:59:56,Ñuñoa,Web,C04378,Estándar,31,44,Belleza,BEL04,26170,2,14,Sin campaña,Transferencia,4,3.7,0,45012,0
TX008573,2025-03-28 09:15:13,Centro,Web,C04811,Estándar,61,19,Deportes,DEP01,9930,4,5,Sin campaña,Billetera digital,1,2.4,1,37734,37734
TX009815,2025-03-28 09:59:07,Las Condes,Web,C03887,Estándar,58,14,Tecnología,TEC02,40480,2,23,Sin campaña,Crédito,2,3.3,0,62339,0
TX018378,2025-03-28 10:26:23,Maipú,Web,C03291,Estándar,31,67,Alimentos,ALI06,19590,1,6,Sin campaña,Débito,8,3.1,0,18415,0
TX010494,2025-03-28 10:34:13,Las Condes,Tienda,C04483,Estándar,24,26,Tecnología,TEC02,39320,2,10,Sin campaña,Transferencia,0,4.0,0,70776,0
TX007689,2025-03-28 10:39:00,Las Condes,Tienda,C03567,Estándar,35,21,Alimentos,ALI01,1920,1,0,Sin campaña,Crédito,0,4.1,0,1920,0
TX011254,2025-03-28 10:51:07,La Florida,Web,C00403,Estándar,44,6,Vestuario,VES06,91870,1,8,Sin campaña,Transferencia,2,3.6,0,84520,0
TX008355,2025-03-28 11:14:12,Vitacura,Tienda,C06050,Estándar,57,20,Vestuario,VES03,25110,1,8,Sin campaña,Débito,0,4.6,0,23101,0
TX018220,2025-03-28 11:34:49,La Florida,Tienda,C01631,Estándar,34,13,Belleza,BEL04,25850,1,9,Sin campaña,Débito,0,4.6,0,23524,0
TX012852,2025-03-28 11:38:10,Ñuñoa,Tienda,C01793,Estándar,22,71,Vestuario,VES03,24930,1,12,Sin campaña,Billetera digital,0,,0,21938,0
TX022623,2025-03-28 11:54:11,Las Condes,Tienda,C01533,Estándar,39,57,Tecnología,TEC06,508260,1,19,Sin campaña,Débito,0,4.2,0,411691,0
TX010582,2025-03-28 12:03:13,Providencia,Web,C02071,Estándar,51,10,Vestuario,VES06,93050,1,0,Sin campaña,Crédito,5,3.4,0,93050,0
TX014014,2025-03-28 12:14:22,Centro,Tienda,C04851,Premium,49,28,Deportes,DEP05,99910,1,0,Sin campaña,Débito,0,5.0,0,99910,0
TX002237,2025-03-28 12:22:52,Providencia,Tienda,C03410,Convenio Empresa,30,5,Tecnología,TEC03,77460,3,33,Sin campaña,Débito,0,4.6,0,155695,0
TX009942,2025-03-28 12:25:39,Maipú,Tienda,C04428,Premium,48,83,Deportes,DEP03,34370,1,7,Sin campaña,Débito,0,4.0,0,31964,0
TX019910,2025-03-28 12:37:52,Centro,App,C04100,Estándar,49,62,Hogar,HOG06,155150,1,9,Sin campaña,Débito,2,4.4,0,141186,0
TX009742,2025-03-28 12:41:41,Vitacura,Tienda,C05116,Estándar,49,27,Vestuario,VES01,8270,1,7,Sin campaña,Crédito,0,5.0,0,7691,0
TX022676,2025-03-28 13:18:03,Maipú,Tienda,C02676,Estándar,19,26,Vestuario,VES03,24880,4,6,Sin campaña,Billetera digital,0,4.0,0,93549,0
TX005905,2025-03-28 13:31:22,La Florida,Tienda,C00869,Premium,27,19,Vestuario,VES04,40110,1,15,Sin campaña,Crédito,0,4.2,0,34094,0
TX020180,2025-03-28 14:08:39,Ñuñoa,Web,C00652,Premium,34,41,Belleza,BEL01,5020,1,3,Sin campaña,Crédito,5,2.8,0,4869,0
TX005624,2025-03-28 14:32:18,Providencia,Web,C05860,Estándar,38,52,Vestuario,VES01,7750,1,15,Sin campaña,Crédito,5,3.0,0,6588,0
TX017256,2025-03-28 14:36:06,Centro,Web,C00387,Estándar,44,15,Vestuario,VES02,14600,4,8,Sin campaña,Débito,2,3.8,0,53728,0
TX022660,2025-03-28 14:50:00,Ñuñoa,Tienda,C01200,Premium,31,63,Vestuario,VES05,62450,1,0,Sin campaña,Débito,0,4.3,0,62450,0
TX019033,2025-03-28 15:02:32,Maipú,Tienda,C01778,Estándar,64,30,Alimentos,ALI05,12620,2,6,Sin campaña,Crédito,0,4.9,0,23726,0
TX007222,2025-03-28 15:20:29,Centro,Tienda,C03608,Premium,31,30,Tecnología,TEC01,20650,1,21,Sin campaña,Crédito,0,3.9,0,16314,0
TX018951,2025-03-28 15:30:04,Providencia,Tienda,C01579,Premium,51,14,Hogar,HOG02,12610,1,0,Sin campaña,Crédito,0,3.5,0,12610,0
TX023754,2025-03-28 15:41:16,Providencia,Tienda,C02459,Estándar,37,59,Hogar,HOG06,153680,1,7,Sin campaña,Billetera digital,0,4.3,0,142922,0
TX003532,2025-03-28 16:21:41,Las Condes,Tienda,C03334,Premium,29,15,Belleza,BEL06,71030,5,0,Sin campaña,Débito,0,5.0,0,355150,0
TX006922,2025-03-28 16:22:08,Maipú,Web,C01519,Estándar,62,13,Alimentos,ALI01,1990,1,0,Sin campaña,Débito,3,,0,1990,0
TX019789,2025-03-28 16:22:30,Estación Central,Tienda,C02470,Estándar,39,13,Vestuario,VES02,15090,2,0,Sin campaña,Billetera digital,0,3.6,0,30180,0
TX001985,2025-03-28 16:47:25,Vitacura,Web,C00263,Estándar,54,31,Alimentos,ALI06,20700,2,4,Sin campaña,Crédito,3,3.4,0,39744,0
TX006567,2025-03-28 16:52:05,Centro,Web,C00505,Estándar,25,19,Hogar,HOG01,7060,1,13,Sin campaña,Billetera digital,4,4.1,0,6142,0
TX017876,2025-03-28 17:30:45,Estación Central,Web,C01194,Premium,56,29,Belleza,BEL02,9240,2,0,Sin campaña,Débito,2,3.0,0,18480,0
TX007190,2025-03-28 17:39:09,La Florida,Tienda,C03619,Premium,62,20,Vestuario,VES02,15050,1,4,Sin campaña,Débito,0,4.2,0,14448,0
TX002584,2025-03-28 18:39:21,Estación Central,Web,C01225,Estándar,41,34,Hogar,HOG05,92700,1,8,Sin campaña,Crédito,4,2.3,0,85284,0
TX012749,2025-03-28 19:03:08,Maipú,Tienda,C03387,Estándar,18,26,Belleza,BEL05,39330,2,0,Sin campaña,Billetera digital,0,,1,78660,78660
TX018927,2025-03-28 19:18:27,Estación Central,Web,C02128,Premium,43,24,Vestuario,VES03,25220,1,4,Sin campaña,Crédito,4,2.7,0,24211,0
TX018575,2025-03-28 20:00:18,Centro,Tienda,C00407,Premium,31,14,Vestuario,VES02,14590,1,10,Sin campaña,Billetera digital,0,4.2,0,13131,0
TX007299,2025-03-28 20:02:31,Estación Central,Tienda,C05385,Premium,40,61,Alimentos,ALI04,9370,1,5,Sin campaña,Crédito,0,3.7,0,8902,0
TX002924,2025-03-28 20:06:26,Centro,Tienda,C01025,Premium,36,62,Vestuario,VES05,59580,1,0,Sin campaña,Débito,0,3.8,0,59580,0
TX005442,2025-03-28 20:08:55,Centro,Tienda,C05111,Premium,50,54,Alimentos,ALI02,3500,1,0,Sin campaña,Débito,0,4.0,0,3500,0
TX008371,2025-03-28 20:17:35,Ñuñoa,Web,C02116,Estándar,52,16,Vestuario,VES06,88410,1,6,Sin campaña,Crédito,3,3.2,0,83105,0
TX006009,2025-03-28 20:47:02,Las Condes,Tienda,C04079,Estándar,36,50,Tecnología,TEC04,127740,1,10,Sin campaña,Débito,0,4.7,0,114966,0
TX008503,2025-03-28 22:31:47,Las Condes,Web,C02024,Premium,49,32,Tecnología,TEC02,39980,3,25,Sin campaña,Billetera digital,2,3.0,0,89955,0
TX022880,2025-03-28 22:45:06,Ñuñoa,App,C04876,Estándar,33,13,Vestuario,VES01,8110,1,0,Sin campaña,Crédito,2,3.8,0,8110,0
TX005709,2025-03-28 22:50:24,Estación Central,App,C00682,Estándar,43,28,Tecnología,TEC05,242390,1,17,Sin campaña,Débito,2,4.2,0,201184,0
TX004867,2025-03-28 23:08:44,Estación Central,App,C03439,Estándar,52,29,Vestuario,VES05,64520,1,1,Sin campaña,Crédito,4,3.4,0,63875,0
TX023534,2025-03-29 00:18:31,Maipú,Web,C03097,Estándar,31,12,Tecnología,TEC04,130280,1,10,Sin campaña,Crédito,2,4.0,0,117252,0
TX004232,2025-03-29 01:14:41,Maipú,App,C05168,Estándar,35,7,Hogar,HOG03,25470,3,10,Sin campaña,Débito,5,3.5,0,68769,0
TX000728,2025-03-29 03:34:00,Maipú,Web,C04663,Estándar,42,72,Belleza,BEL02,9090,1,0,Sin campaña,Crédito,2,4.3,0,9090,0
TX007339,2025-03-29 04:07:29,Vitacura,Web,C02061,Estándar,52,36,Belleza,BEL05,41630,1,3,Sin campaña,Débito,4,3.4,0,40381,0
TX016188,2025-03-29 04:20:15,La Florida,App,C00643,Premium,63,22,Tecnología,TEC04,121140,1,21,Sin campaña,Débito,3,3.4,0,95701,0
TX012406,2025-03-29 05:13:23,Maipú,Web,C00220,Estándar,54,2,Tecnología,TEC04,134200,2,24,Sin campaña,Débito,3,2.6,0,203984,0
TX013710,2025-03-29 05:16:38,Las Condes,App,C05722,Estándar,45,62,Deportes,DEP02,20010,1,5,Sin campaña,Billetera digital,2,3.7,0,19010,0
TX000107,2025-03-29 05:36:15,Las Condes,App,C03902,Estándar,57,25,Vestuario,VES05,63360,3,4,Sin campaña,Crédito,4,3.3,0,182477,0
TX017304,2025-03-29 05:55:40,Las Condes,App,C02148,Estándar,25,23,Vestuario,VES04,40960,1,7,Sin campaña,Débito,2,3.9,0,38093,0
TX021323,2025-03-29 07:57:23,Centro,Web,C04338,Estándar,57,30,Hogar,HOG06,158640,2,9,Sin campaña,Crédito,1,3.2,0,288725,0
TX022222,2025-03-29 10:02:17,Estación Central,Tienda,C02631,Estándar,24,32,Vestuario,VES06,91240,1,0,Sin campaña,Crédito,0,4.3,0,91240,0
TX018984,2025-03-29 10:15:32,Estación Central,Tienda,C00211,Estándar,23,49,Alimentos,ALI04,9480,1,2,Sin campaña,Crédito,0,4.4,0,9290,0
TX010335,2025-03-29 10:15:40,Maipú,Tienda,C03846,Estándar,35,22,Vestuario,VES02,15180,1,14,Sin campaña,Débito,0,4.3,0,13055,0
TX002710,2025-03-29 10:43:21,Estación Central,Tienda,C06137,Estándar,26,30,Belleza,BEL03,15330,4,11,Sin campaña,Billetera digital,0,3.8,0,54575,0
TX000825,2025-03-29 11:03:56,Las Condes,App,C03082,Estándar,41,21,Deportes,DEP05,97880,1,13,Sin campaña,Crédito,3,4.0,0,85156,0
TX001013,2025-03-29 11:12:41,La Florida,Tienda,C03464,Estándar,37,30,Deportes,DEP06,184530,5,9,Sin campaña,Billetera digital,0,4.0,0,839612,0
TX003389,2025-03-29 11:45:51,La Florida,Tienda,C02971,Estándar,26,29,Alimentos,ALI03,5740,2,6,Sin campaña,Billetera digital,0,,0,10791,0
TX003138,2025-03-29 12:04:57,La Florida,App,C00706,Estándar,55,54,Tecnología,TEC04,131580,3,18,Sin campaña,Débito,3,4.3,0,323687,0
TX002280,2025-03-29 12:32:52,Providencia,Web,C00013,Estándar,44,47,Deportes,DEP06,173270,2,16,Sin campaña,Crédito,2,4.7,0,291094,0
TX007875,2025-03-29 12:38:27,Centro,Tienda,C05076,Estándar,40,20,Hogar,HOG02,12650,1,13,Sin campaña,Crédito,0,5.0,0,11006,0
TX010233,2025-03-29 12:41:51,La Florida,Tienda,C03126,Estándar,25,10,Deportes,DEP04,62910,1,9,Sin campaña,Débito,0,5.0,0,57248,0
TX024523,2025-03-29 12:57:04,Vitacura,Tienda,C05264,Premium,46,92,Vestuario,VES06,91210,4,14,Sin campaña,Crédito,0,4.6,0,313762,0
TX011900,2025-03-29 13:12:47,Maipú,Tienda,C03805,Estándar,33,37,Alimentos,ALI06,19220,1,1,Sin campaña,Billetera digital,0,4.4,0,19028,0
TX023975,2025-03-29 13:18:46,Estación Central,Tienda,C04189,Estándar,34,9,Alimentos,ALI02,3640,2,0,Sin campaña,Transferencia,0,4.1,0,7280,0
TX014250,2025-03-29 13:56:41,Centro,App,C01229,Estándar,53,86,Tecnología,TEC01,19740,1,10,Sin campaña,Débito,1,4.4,0,17766,0
TX011816,2025-03-29 14:07:18,Las Condes,Tienda,C00211,Estándar,23,49,Tecnología,TEC03,82800,1,24,Sin campaña,Crédito,0,4.4,0,62928,0
TX015276,2025-03-29 14:11:46,Estación Central,Tienda,C04170,Estándar,30,70,Hogar,HOG04,44010,1,5,Sin campaña,Débito,0,4.2,0,41810,0
TX007377,2025-03-29 14:27:58,Centro,Tienda,C01707,Premium,42,87,Vestuario,VES04,43670,3,10,Sin campaña,Transferencia,0,4.1,0,117909,0
TX010857,2025-03-29 15:10:34,Maipú,Tienda,C00255,Estándar,44,65,Deportes,DEP01,10050,4,7,Sin campaña,Crédito,0,4.1,0,37386,0
TX002269,2025-03-29 15:22:43,Ñuñoa,Web,C04444,Estándar,43,28,Deportes,DEP05,103410,2,6,Sin campaña,Crédito,3,3.8,0,194411,0
TX005877,2025-03-29 15:31:43,Ñuñoa,Web,C01389,Estándar,47,51,Hogar,HOG04,43910,1,9,Sin campaña,Billetera digital,3,3.6,0,39958,0
TX008288,2025-03-29 15:39:54,Vitacura,Web,C00512,Premium,42,42,Vestuario,VES01,7910,1,0,Sin campaña,Débito,2,3.0,0,7910,0
TX005072,2025-03-29 15:54:10,Providencia,Web,C05800,Estándar,50,31,Hogar,HOG03,25810,1,9,Sin campaña,Débito,3,2.9,0,23487,0
TX000938,2025-03-29 16:07:21,Las Condes,Tienda,C04681,Premium,50,35,Deportes,DEP05,92270,3,9,Sin campaña,Crédito,0,4.2,0,251897,0
TX016032,2025-03-29 16:11:46,Centro,Tienda,C05624,Premium,36,37,Belleza,BEL01,4810,1,7,Sin campaña,Transferencia,0,4.8,0,4473,0
TX017893,2025-03-29 16:12:40,Estación Central,Tienda,C00632,Estándar,57,15,Alimentos,ALI03,5560,2,1,Sin campaña,Débito,0,4.3,0,11009,0
TX005452,2025-03-29 16:15:04,Ñuñoa,Tienda,C00910,Estándar,29,23,Deportes,DEP06,175800,1,6,Sin campaña,Crédito,0,4.6,0,165252,0
TX004115,2025-03-29 16:32:49,Centro,Tienda,C01229,Estándar,53,86,Tecnología,TEC03,79940,1,13,Sin campaña,Billetera digital,0,4.3,0,69548,0
TX022863,2025-03-29 16:35:28,Maipú,Tienda,C05186,Premium,64,47,Belleza,BEL04,24660,2,4,Sin campaña,Débito,0,4.9,0,47347,0
TX001707,2025-03-29 16:40:03,La Florida,Tienda,C05366,Estándar,31,8,Hogar,HOG02,12080,1,7,Sin campaña,Débito,0,4.9,0,11234,0
TX016795,2025-03-29 16:45:11,Providencia,Tienda,C00498,Premium,56,7,Tecnología,TEC01,20260,1,10,Sin campaña,Billetera digital,0,4.3,0,18234,0
TX010617,2025-03-29 16:46:27,Maipú,App,C01705,Estándar,23,27,Deportes,DEP03,34500,2,6,Sin campaña,Crédito,1,3.6,0,64860,0
TX009255,2025-03-29 16:47:42,La Florida,Web,C03887,Estándar,58,14,Alimentos,ALI04,9390,3,0,Sin campaña,Débito,2,3.4,0,28170,0
TX020495,2025-03-29 16:56:14,Estación Central,Tienda,C02657,Premium,44,45,Alimentos,ALI03,6020,1,0,Sin campaña,Billetera digital,0,4.5,0,6020,0
TX001017,2025-03-29 17:01:09,Providencia,Tienda,C06180,Estándar,28,69,Deportes,DEP01,9950,2,2,Sin campaña,Débito,0,4.3,0,19502,0
TX007985,2025-03-29 17:23:35,Centro,Web,C02644,Estándar,35,39,Deportes,DEP02,20880,1,7,Sin campaña,Billetera digital,2,3.8,0,19418,0
TX020439,2025-03-29 17:41:19,Providencia,Web,C03965,Estándar,28,40,Deportes,DEP04,54360,4,2,Sin campaña,Crédito,3,3.7,0,213091,0
TX024922,2025-03-29 17:48:48,Ñuñoa,App,C02192,Convenio Empresa,28,32,Deportes,DEP01,10690,1,10,Sin campaña,Crédito,3,4.2,0,9621,0
TX022985,2025-03-29 17:57:51,Ñuñoa,Tienda,C04481,Estándar,32,10,Belleza,BEL04,24600,1,6,Sin campaña,Billetera digital,0,4.5,0,23124,0
TX005429,2025-03-29 18:18:38,Ñuñoa,Web,C03432,Estándar,41,16,Deportes,DEP06,185980,1,6,Sin campaña,Transferencia,4,3.1,0,174821,0
TX015145,2025-03-29 18:40:20,Ñuñoa,Tienda,C01203,Premium,37,63,Hogar,HOG06,150720,1,3,Sin campaña,Débito,0,4.3,0,146198,0
TX011640,2025-03-29 18:46:54,Maipú,Tienda,C01521,Estándar,40,18,Tecnología,TEC01,19400,2,15,Sin campaña,Débito,0,4.8,0,32980,0
TX011679,2025-03-29 18:57:43,La Florida,Tienda,C03346,Estándar,43,58,Vestuario,VES02,15130,1,9,Sin campaña,Crédito,0,3.7,0,13768,0
TX023575,2025-03-29 19:21:20,La Florida,Tienda,C02122,Estándar,18,23,Tecnología,TEC01,19990,1,10,Sin campaña,Billetera digital,0,3.9,0,17991,0
TX019491,2025-03-29 19:58:43,Providencia,Tienda,C01877,Premium,27,33,Belleza,BEL02,8900,2,0,Sin campaña,Crédito,0,4.1,0,17800,0
TX006838,2025-03-29 20:23:33,Providencia,Tienda,C05812,Premium,48,120,Deportes,DEP02,18670,1,5,Sin campaña,Débito,0,,0,17736,0
TX008362,2025-03-29 20:31:20,Vitacura,Tienda,C04529,Premium,58,32,Vestuario,VES04,39670,2,12,Sin campaña,Crédito,0,3.9,0,69819,0
TX004109,2025-03-29 20:55:26,Estación Central,Tienda,C05615,Estándar,55,9,Alimentos,ALI06,21330,1,0,Sin campaña,Billetera digital,0,3.9,0,21330,0
TX020624,2025-03-29 20:56:31,Centro,Tienda,C03371,Estándar,29,4,Alimentos,ALI06,19310,2,1,Sin campaña,Crédito,0,4.3,0,38234,0
TX011336,2025-03-29 21:13:21,Las Condes,App,C04935,Estándar,41,44,Belleza,BEL03,14270,1,5,Sin campaña,Crédito,1,3.9,0,13556,0
TX024631,2025-03-29 22:21:42,La Florida,App,C02926,Estándar,44,9,Hogar,HOG03,26290,1,0,Sin campaña,Billetera digital,3,3.4,0,26290,0
TX018177,2025-03-29 22:25:30,Maipú,App,C01249,Estándar,36,53,Deportes,DEP03,36520,1,8,Sin campaña,Transferencia,2,3.5,0,33598,0
TX007188,2025-03-29 23:24:26,Ñuñoa,App,C03469,Estándar,67,36,Deportes,DEP04,59220,2,4,Sin campaña,Billetera digital,1,4.3,0,113702,0
TX004670,2025-03-29 23:42:28,La Florida,Web,C03027,Estándar,44,3,Alimentos,ALI04,8620,4,5,Sin campaña,Crédito,3,3.9,0,32756,0
TX016301,2025-03-29 23:52:56,Centro,App,C03247,Estándar,35,33,Belleza,BEL02,9070,1,0,Sin campaña,Billetera digital,1,3.7,0,9070,0
TX020432,2025-03-30 02:02:42,Las Condes,Web,C05039,Estándar,24,42,Tecnología,TEC03,80910,1,22,Sin campaña,Débito,5,3.3,0,63110,0
TX009463,2025-03-30 02:33:51,Ñuñoa,App,C04714,Estándar,45,12,Deportes,DEP04,58230,1,0,Sin campaña,Débito,5,3.4,0,58230,0
TX016387,2025-03-30 03:23:25,Vitacura,Web,C02955,Estándar,48,6,Vestuario,VES03,24450,1,3,Sin campaña,Crédito,1,4.0,0,23716,0
TX023524,2025-03-30 04:19:29,Centro,Web,C04839,Estándar,38,16,Tecnología,TEC05,247050,1,10,Sin campaña,Crédito,3,4.0,0,222345,0
TX016333,2025-03-30 04:27:45,Ñuñoa,App,C01748,Estándar,51,27,Belleza,BEL05,43330,1,0,Sin campaña,Crédito,5,3.3,0,43330,0
TX017557,2025-03-30 04:31:34,Ñuñoa,Web,C05145,Estándar,48,39,Vestuario,VES03,24130,1,7,Sin campaña,Crédito,5,2.9,0,22441,0
TX003160,2025-03-30 05:15:14,Centro,App,C05336,Estándar,18,107,Alimentos,ALI04,9520,1,15,Sin campaña,Billetera digital,3,4.1,0,8092,0
TX003009,2025-03-30 05:22:46,Centro,Web,C00927,Estándar,25,15,Belleza,BEL03,15960,1,9,Sin campaña,Billetera digital,3,3.6,0,14524,0
TX024799,2025-03-30 06:06:04,Centro,Web,C00686,Estándar,48,18,Alimentos,ALI04,9120,1,2,Sin campaña,Débito,2,3.8,0,8938,0
TX017643,2025-03-30 06:16:18,Las Condes,Web,C01320,Estándar,24,21,Vestuario,VES02,14320,1,12,Sin campaña,Crédito,2,3.4,0,12602,0
TX016655,2025-03-30 07:51:32,Estación Central,Web,C00826,Estándar,52,43,Alimentos,ALI02,3440,2,0,Sin campaña,Crédito,3,3.6,0,6880,0
TX004172,2025-03-30 07:53:04,Centro,Web,C02096,Estándar,66,70,Alimentos,ALI04,8630,2,0,Sin campaña,Crédito,5,2.5,0,17260,0
TX012473,2025-03-30 07:57:42,Providencia,Web,C02131,Estándar,57,57,Vestuario,VES01,7560,1,3,Sin campaña,Débito,3,3.9,0,7333,0
TX003923,2025-03-30 08:05:11,Ñuñoa,Web,C05606,Estándar,39,7,Deportes,DEP05,100060,1,0,Sin campaña,Débito,2,3.3,0,100060,0
TX018995,2025-03-30 08:41:17,Maipú,App,C06044,Estándar,34,23,Deportes,DEP04,60110,1,0,Sin campaña,Billetera digital,1,3.7,0,60110,0
TX008402,2025-03-30 08:49:56,Las Condes,Web,C01676,Convenio Empresa,40,36,Tecnología,TEC01,20000,1,25,Sin campaña,Billetera digital,4,4.1,0,15000,0
TX016514,2025-03-30 09:02:46,Providencia,App,C01885,Estándar,41,13,Hogar,HOG01,7090,1,5,Sin campaña,Billetera digital,3,4.1,0,6736,0
TX002508,2025-03-30 09:06:21,Centro,App,C03791,Estándar,40,17,Tecnología,TEC05,254450,1,17,Sin campaña,Transferencia,2,3.6,0,211194,0
TX022598,2025-03-30 09:10:39,Providencia,Web,C02639,Estándar,43,27,Tecnología,TEC05,246760,1,24,Sin campaña,Crédito,4,4.0,0,187538,0
TX003724,2025-03-30 09:55:29,Centro,App,C03096,Estándar,18,58,Vestuario,VES03,24070,1,9,Sin campaña,Crédito,3,3.2,0,21904,0
TX002571,2025-03-30 10:15:39,Estación Central,Tienda,C03755,Estándar,70,47,Alimentos,ALI03,6160,2,5,Sin campaña,Débito,0,4.3,0,11704,0
TX002950,2025-03-30 10:34:31,Vitacura,Web,C01283,Estándar,49,67,Hogar,HOG06,153390,1,10,Sin campaña,Crédito,1,3.7,0,138051,0
TX003468,2025-03-30 10:38:54,Maipú,Tienda,C00299,Estándar,26,45,Alimentos,ALI01,1900,1,6,Sin campaña,Transferencia,0,4.8,0,1786,0
TX001096,2025-03-30 10:39:10,Las Condes,Web,C00242,Estándar,63,22,Tecnología,TEC01,21250,3,10,Sin campaña,Crédito,1,4.0,0,57375,0
TX019584,2025-03-30 10:45:08,Providencia,Web,C00265,Convenio Empresa,47,19,Hogar,HOG01,6950,33,22,Sin campaña,Billetera digital,2,3.2,0,178893,0
TX013266,2025-03-30 10:50:21,Providencia,Tienda,C01906,Premium,65,53,Vestuario,VES06,87910,2,14,Sin campaña,Billetera digital,0,4.0,0,151205,0
TX009638,2025-03-30 11:00:39,Vitacura,App,C01017,Estándar,50,38,Hogar,HOG02,12990,1,3,Sin campaña,Débito,3,3.8,0,12600,0
TX009623,2025-03-30 11:14:22,La Florida,Tienda,C05133,Premium,26,15,Deportes,DEP06,176970,3,0,Sin campaña,Débito,0,4.4,0,530910,0
TX009225,2025-03-30 12:02:57,Estación Central,Tienda,C01151,Premium,52,18,Vestuario,VES05,57640,1,14,Sin campaña,Débito,0,4.1,0,49570,0
TX010195,2025-03-30 12:07:14,Ñuñoa,Tienda,C04515,Estándar,43,33,Vestuario,VES02,15250,3,13,Sin campaña,Débito,0,5.0,0,39802,0
TX022475,2025-03-30 12:10:58,Vitacura,Tienda,C03414,Estándar,20,18,Tecnología,TEC02,39780,2,23,Sin campaña,Débito,0,4.5,0,61261,0
TX022112,2025-03-30 12:22:49,Maipú,Tienda,C04130,Estándar,31,35,Hogar,HOG02,12960,1,0,Sin campaña,Billetera digital,0,4.7,0,12960,0
TX013484,2025-03-30 12:41:29,Las Condes,Web,C00002,Estándar,53,13,Tecnología,TEC05,255610,1,29,Sin campaña,Crédito,4,3.5,0,181483,0
TX004884,2025-03-30 12:46:10,Ñuñoa,Tienda,C05891,Premium,40,10,Vestuario,VES01,8340,1,10,Sin campaña,Transferencia,0,4.7,0,7506,0
TX003673,2025-03-30 12:46:56,Maipú,Tienda,C02874,Estándar,48,37,Tecnología,TEC04,134950,1,21,Sin campaña,Billetera digital,0,4.3,0,106610,0
TX003304,2025-03-30 13:06:10,Vitacura,Tienda,C01069,Premium,58,36,Tecnología,TEC05,258900,1,26,Sin campaña,Transferencia,0,4.4,0,191586,0
TX008322,2025-03-30 13:51:48,Providencia,Web,C01307,Estándar,47,42,Hogar,HOG05,86770,3,5,Sin campaña,Débito,2,3.5,0,247294,0
TX007835,2025-03-30 14:03:58,Centro,Tienda,C04015,Estándar,36,3,Deportes,DEP05,104880,1,4,Sin campaña,Débito,0,4.0,0,100685,0
